SOAcondition,accuracy,height,operation,response,rt,size,stimulus,subject_nr,truth,width,md,auc,xflips,init_time
negative,1,1050,add,2,1655,small,2_7_add_FI.jpg,134,FALSE,1680,0.194363642,-0.112692458,1,600
negative,1,1050,add,2,1655,small,2_7_add_FNI.jpg,140,FALSE,1680,-0.112092209,0.134677463,0,40
neutral,1,1050,mult,2,1655,small,3_6_mult_FI.jpg,152,FALSE,1680,-0.26441755,-0.296000367,0,1160
negative,1,1050,mult,1,1655,large,4_9_mult_true.jpg,152,TRUE,1680,-0.35010228,-0.351248188,0,840
negative,1,1050,add,1,1655,large,8_4_add_true.jpg,152,TRUE,1680,1.425762734,1.387203588,2,200
negative,1,1050,mult,1,1656,small,2_7_mult_true.jpg,106,TRUE,1680,0.614368291,0.870666619,0,660
neutral,1,1050,add,2,1656,large,6_8_add_FI.jpg,108,FALSE,1680,1.100117789,0.332917749,3,260
neutral,1,1050,add,2,1656,small,3_6_add_FI.jpg,112,FALSE,1680,1.769227464,1.3329378,0,380
neutral,1,1050,add,1,1656,large,6_8_add_FNI.jpg,115,FALSE,1680,1.342494539,1.147138822,1,360
neutral,1,1050,mult,2,1656,small,5_3_mult_FNI.jpg,118,FALSE,1680,0.097080768,-0.026255579,1,620
negative,1,1050,add,1,1656,small,8_2_add_FI.jpg,139,FALSE,1680,1.73693173,0.743302836,1,140
negative,1,1050,add,2,1656,large,4_9_add_FI.jpg,140,FALSE,1680,1.646086386,1.344713717,1,40
neutral,1,1050,add,2,1656,small,3_6_add_true.jpg,149,TRUE,1680,1.73735104,0.859937547,3,460
neutral,1,1050,add,2,1657,large,4_9_add_true.jpg,103,TRUE,1680,1.634459092,-0.3789569,0,280
negative,1,1050,add,1,1657,small,8_2_add_FI.jpg,119,FALSE,1680,1.769254756,1.482941677,0,520
negative,1,1050,mult,1,1657,small,3_6_mult_true.jpg,130,TRUE,1680,1.661521188,1.525501861,0,420
negative,1,1050,add,2,1657,large,8_4_add_true.jpg,131,TRUE,1680,-0.044103377,-0.043182992,0,980
negative,1,1050,add,1,1658,large,4_9_add_FI.jpg,101,FALSE,1680,0.237984161,0.208353854,1,80
neutral,1,1050,add,2,1658,large,6_8_add_FNI.jpg,116,FALSE,1680,1.593559573,0.807003951,0,60
neutral,1,1050,mult,2,1658,large,6_8_mult_true.jpg,125,TRUE,1680,1.171547076,-0.663678936,4,300
negative,1,1050,add,2,1658,small,2_7_add_FI.jpg,128,FALSE,1680,1.471716364,0.422316728,1,500
neutral,1,1050,mult,2,1658,large,9_7_mult_true.jpg,133,TRUE,1680,-0.127370099,-0.134313702,0,940
negative,1,1050,mult,2,1658,small,5_3_mult_FNI.jpg,142,FALSE,1680,1.686352393,1.08247346,0,100
neutral,1,1050,add,2,1659,small,2_7_add_FI.jpg,110,FALSE,1680,1.736736794,1.362927484,1,500
neutral,1,1050,add,2,1659,small,8_2_add_FI.jpg,124,FALSE,1680,1.650486497,-0.944285852,1,200
negative,1,1050,mult,2,1659,small,8_2_mult_FI.jpg,152,FALSE,1680,-0.297107244,-0.144424757,2,820
neutral,1,1050,add,1,1660,large,4_9_add_FNI.jpg,101,FALSE,1680,1.5227823,1.409067602,0,140
negative,1,1050,mult,1,1660,small,2_7_mult_true.jpg,106,TRUE,1680,1.052615516,0.608228059,1,500
neutral,1,1050,add,2,1660,large,9_7_add_FI.jpg,106,FALSE,1680,0.696074819,0.447014098,1,60
neutral,1,1050,mult,1,1660,small,3_6_mult_true.jpg,114,TRUE,1680,1.357126557,0.359043816,2,520
neutral,1,1050,add,1,1660,small,8_2_add_true.jpg,118,TRUE,1680,0.146001658,0.098922435,1,600
neutral,1,1050,mult,2,1660,large,6_8_mult_true.jpg,119,TRUE,1680,0.88191441,-0.107811288,1,460
neutral,1,1050,mult,2,1660,small,2_7_mult_true.jpg,135,TRUE,1680,0.116055597,0.010685207,0,960
neutral,1,1050,add,2,1660,large,4_9_add_true.jpg,137,TRUE,1680,0.199308222,0.191597153,0,80
negative,1,1050,add,2,1660,large,4_9_add_FI.jpg,142,FALSE,1680,1.624833436,0.954766623,1,100
negative,1,1050,add,2,1661,small,2_7_add_FNI.jpg,102,FALSE,1680,1.66996064,1.119795061,4,360
negative,1,1050,add,2,1661,large,4_9_add_FI.jpg,106,FALSE,1680,-0.288712616,-0.402326831,0,780
neutral,1,1050,add,1,1661,large,4_9_add_FNI.jpg,119,FALSE,1680,0.526639066,0.67914379,1,620
negative,1,1050,mult,1,1661,large,4_9_mult_FI.jpg,125,FALSE,1680,1.66071924,2.439415094,0,720
neutral,1,1050,add,1,1661,small,3_6_add_true.jpg,126,TRUE,1680,-0.107937076,-0.167873492,1,1300
negative,1,1050,mult,2,1661,large,9_7_mult_FI.jpg,138,FALSE,1680,-0.140434064,-0.027140731,0,800
neutral,1,1050,mult,1,1661,large,6_8_mult_FI.jpg,147,FALSE,1680,1.678618583,1.522429774,0,580
neutral,1,1050,mult,1,1661,large,8_4_mult_true.jpg,152,TRUE,1680,0.734762318,0.646361989,0,560
negative,1,1050,mult,1,1661,large,8_4_mult_true.jpg,152,TRUE,1680,0.367571341,0.452037717,0,700
negative,1,1050,add,2,1662,large,4_9_add_true.jpg,119,TRUE,1680,0.388818859,0.320870416,0,80
neutral,1,1050,add,1,1662,small,2_7_add_FI.jpg,123,FALSE,1680,1.53042726,1.17211171,1,400
neutral,1,1050,mult,2,1662,large,8_4_mult_FNI.jpg,128,FALSE,1680,1.683218649,1.150695823,1,640
negative,1,1050,add,1,1662,large,4_9_add_FNI.jpg,135,FALSE,1680,0.440430359,0.630557874,1,860
negative,1,1050,mult,2,1662,large,4_9_mult_true.jpg,137,TRUE,1680,0.313516113,0.419535152,0,440
negative,1,1050,mult,1,1662,small,3_6_mult_true.jpg,142,TRUE,1680,0.807043747,0.956331584,0,80
neutral,1,1050,add,1,1662,large,6_8_add_true.jpg,142,TRUE,1680,0.360248968,0.331217628,0,220
neutral,1,1050,mult,1,1662,large,8_4_mult_true.jpg,144,TRUE,1680,0.679154363,0.742876086,0,380
neutral,1,1050,mult,2,1662,large,9_7_mult_FNI.jpg,144,FALSE,1680,0.13182062,0.070562811,0,240
negative,1,1050,add,1,1662,small,5_3_add_FI.jpg,147,FALSE,1680,1.159584188,1.942058921,1,640
neutral,1,1050,add,2,1663,large,4_9_add_true.jpg,103,TRUE,1680,1.340081513,0.398675665,4,220
negative,1,1050,mult,1,1663,large,8_4_mult_FI.jpg,107,FALSE,1680,1.552578318,1.122045397,4,500
negative,1,1050,add,1,1663,small,2_7_add_FNI.jpg,111,FALSE,1680,1.62207266,1.57106588,2,520
negative,1,1050,add,1,1663,large,4_9_add_FNI.jpg,113,FALSE,1680,0.350933165,0.292566198,6,80
neutral,1,1050,add,2,1663,small,5_3_add_FNI.jpg,114,FALSE,1680,1.100979201,0.981265406,2,280
neutral,1,1050,add,2,1663,small,8_2_add_true.jpg,137,TRUE,1680,-0.183002804,-0.208957636,0,440
neutral,1,1050,mult,2,1663,small,8_2_mult_FNI.jpg,142,FALSE,1680,0.665360301,0.246045157,1,280
neutral,1,1050,mult,2,1663,small,5_3_mult_FI.jpg,142,FALSE,1680,1.217396118,0.620096172,2,560
neutral,1,1050,mult,2,1663,large,4_9_mult_true.jpg,143,TRUE,1680,1.626233158,1.344302421,1,480
negative,1,1050,add,2,1663,large,8_4_add_FI.jpg,150,FALSE,1680,1.536638838,1.333235682,0,80
neutral,1,1050,add,1,1664,large,9_7_add_FNI.jpg,109,FALSE,1680,1.515196229,-0.607463586,1,400
negative,1,1050,add,2,1664,large,4_9_add_true.jpg,117,TRUE,1680,1.885997455,1.757790214,1,660
negative,1,1050,add,2,1664,small,2_7_add_FNI.jpg,124,FALSE,1680,1.688130814,1.518681304,2,40
negative,1,1050,add,1,1664,small,5_3_add_true.jpg,130,TRUE,1680,-0.118437762,-0.123037532,0,760
neutral,1,1050,add,1,1664,small,2_7_add_true.jpg,134,TRUE,1680,1.467335402,1.139787469,2,480
negative,1,1050,mult,2,1664,large,8_4_mult_true.jpg,135,TRUE,1680,0.385601773,0.242477343,1,980
neutral,1,1050,mult,2,1664,large,9_7_mult_FI.jpg,140,FALSE,1680,1.556086328,1.168516602,6,40
neutral,1,1050,mult,2,1665,large,8_4_mult_true.jpg,101,TRUE,1680,1.122375654,0.116522378,2,320
neutral,1,1050,mult,1,1665,large,8_4_mult_true.jpg,108,TRUE,1680,1.331069803,0.715363645,2,40
negative,1,1050,mult,1,1665,large,9_7_mult_true.jpg,116,TRUE,1680,1.715070922,1.33960195,0,620
negative,1,1050,add,1,1665,small,8_2_add_true.jpg,118,TRUE,1680,1.529227786,1.359895619,0,120
negative,1,1050,mult,1,1665,large,4_9_mult_FNI.jpg,119,FALSE,1680,1.663356321,1.473740598,0,640
negative,1,1050,add,1,1665,small,2_7_add_FNI.jpg,133,FALSE,1680,0.617421654,0.349860142,1,800
neutral,1,1050,mult,2,1665,large,6_8_mult_FNI.jpg,134,FALSE,1680,1.532273404,1.447867868,0,120
neutral,1,1050,add,2,1666,large,4_9_add_true.jpg,109,TRUE,1680,1.255605175,0.977305394,1,40
neutral,1,1050,add,2,1666,large,8_4_add_FI.jpg,118,FALSE,1680,0.52550101,0.382067991,1,440
neutral,1,1050,mult,2,1666,large,4_9_mult_true.jpg,119,TRUE,1680,0.933051684,0.384861554,2,340
neutral,1,1050,add,2,1666,small,5_3_add_FNI.jpg,120,FALSE,1680,-0.27304863,-0.348781001,0,980
neutral,1,1050,add,2,1666,large,8_4_add_true.jpg,131,TRUE,1680,1.251287572,0.573851441,0,40
negative,1,1050,mult,1,1666,large,9_7_mult_FI.jpg,147,FALSE,1680,1.860515944,1.483926643,0,500
neutral,1,1050,add,2,1666,large,4_9_add_true.jpg,149,TRUE,1680,0.70338058,0.513898181,1,500
negative,1,1050,mult,1,1667,large,4_9_mult_true.jpg,122,TRUE,1680,1.683634276,1.692124314,0,460
neutral,1,1050,add,1,1667,small,3_6_add_FI.jpg,147,FALSE,1680,0.899887447,0.181581057,2,620
negative,1,1050,mult,1,1668,large,8_4_mult_true.jpg,112,TRUE,1680,0.299119334,0.202801348,0,60
neutral,1,1050,mult,1,1668,small,8_2_mult_true.jpg,130,TRUE,1680,1.600549949,1.446640849,0,520
neutral,1,1050,add,2,1668,small,5_3_add_FNI.jpg,144,FALSE,1680,0.246195598,0.205144611,0,560
neutral,1,1050,add,2,1668,large,8_4_add_FI.jpg,144,FALSE,1680,0.476721591,0.407850078,0,280
neutral,1,1050,mult,2,1668,small,3_6_mult_true.jpg,151,TRUE,1680,1.65581941,1.38744608,0,360
negative,1,1050,add,1,1669,large,8_4_add_FNI.jpg,101,FALSE,1680,1.597930715,1.496999525,1,160
negative,1,1050,add,2,1669,large,6_8_add_true.jpg,107,TRUE,1680,1.470400932,1.146725697,1,580
neutral,1,1050,mult,1,1669,large,4_9_mult_true.jpg,112,TRUE,1680,1.690659978,0.071712115,0,360
neutral,1,1050,mult,2,1669,large,4_9_mult_FNI.jpg,122,FALSE,1680,1.653825538,0.615694331,3,160
negative,1,1050,mult,2,1669,small,3_6_mult_FNI.jpg,130,FALSE,1680,1.344248037,0.704740724,2,780
negative,1,1050,mult,1,1670,large,9_7_mult_FI.jpg,101,FALSE,1680,0.264080296,0.296531388,0,520
negative,1,1050,mult,2,1670,large,9_7_mult_FNI.jpg,106,FALSE,1680,1.402764694,1.161325754,0,520
neutral,1,1050,mult,2,1670,large,8_4_mult_true.jpg,107,TRUE,1680,1.680885289,1.487857265,0,520
negative,1,1050,mult,2,1670,small,3_6_mult_FI.jpg,118,FALSE,1680,0.143047324,0.113494701,0,600
negative,1,1050,mult,1,1670,small,5_3_mult_FI.jpg,147,FALSE,1680,1.218111276,1.46798737,1,480
negative,1,1050,mult,2,1670,small,3_6_mult_FI.jpg,148,FALSE,1680,0.287776014,0.28050796,1,40
neutral,1,1050,add,2,1670,small,2_7_add_FNI.jpg,150,FALSE,1680,1.166658849,0.463439834,2,580
negative,1,1050,add,1,1670,small,5_3_add_true.jpg,152,TRUE,1680,0.52381551,0.676927308,0,720
negative,1,1050,add,2,1671,large,4_9_add_true.jpg,135,TRUE,1680,0.234214523,0.11470072,0,820
neutral,1,1050,mult,1,1671,large,6_8_mult_FNI.jpg,137,FALSE,1680,0.650133154,0.380621349,1,300
neutral,1,1050,add,1,1671,small,2_7_add_true.jpg,142,TRUE,1680,0.847634322,0.389834768,0,80
neutral,1,1050,add,2,1671,small,8_2_add_FNI.jpg,150,FALSE,1680,1.601596461,1.644869382,3,380
neutral,1,1050,add,1,1671,large,9_7_add_true.jpg,152,TRUE,1680,0.513062422,0.712652817,0,300
neutral,1,1050,mult,1,1672,large,9_7_mult_true.jpg,114,TRUE,1680,0.096729616,0.060840346,0,340
neutral,1,1050,add,2,1672,small,3_6_add_FI.jpg,116,FALSE,1680,1.61104393,1.059369516,0,300
neutral,1,1050,mult,2,1672,large,9_7_mult_true.jpg,137,TRUE,1680,1.063980669,0.850226506,1,320
negative,1,1050,mult,2,1673,small,5_3_mult_FI.jpg,116,FALSE,1680,1.286387419,0.95601568,1,300
neutral,1,1050,mult,2,1673,small,2_7_mult_FI.jpg,118,FALSE,1680,0.235618727,0.174035489,0,540
negative,1,1050,mult,2,1673,small,2_7_mult_true.jpg,131,TRUE,1680,1.308347967,1.325498666,1,580
negative,1,1050,mult,2,1673,large,6_8_mult_true.jpg,133,TRUE,1680,0.284913612,0.273559903,0,140
neutral,1,1050,mult,2,1673,large,4_9_mult_FI.jpg,144,FALSE,1680,0.305363829,0.29397503,0,260
neutral,1,1050,mult,2,1673,small,5_3_mult_FNI.jpg,144,FALSE,1680,0.225047801,0.281242815,0,100
negative,1,1050,mult,1,1673,small,2_7_mult_FNI.jpg,145,FALSE,1680,0.343303156,0.310487798,0,220
neutral,1,1050,add,1,1673,small,5_3_add_FNI.jpg,145,FALSE,1680,0.481417466,0.286756038,0,280
neutral,1,1050,add,1,1673,small,2_7_add_true.jpg,152,TRUE,1680,1.817581978,1.589651611,0,240
neutral,1,1050,add,2,1674,large,8_4_add_FI.jpg,102,FALSE,1680,1.014567826,0.748163003,2,480
negative,1,1050,mult,2,1674,large,6_8_mult_FNI.jpg,108,FALSE,1680,0.762665617,0.645914018,4,60
negative,1,1050,add,2,1674,large,4_9_add_FI.jpg,124,FALSE,1680,1.079911587,0.993896866,1,860
neutral,1,1050,add,2,1674,large,8_4_add_FI.jpg,124,FALSE,1680,0.702908143,-0.827322017,1,1040
neutral,1,1050,mult,2,1674,large,4_9_mult_FNI.jpg,126,FALSE,1680,1.496088353,1.610605281,2,980
negative,1,1050,mult,2,1674,large,6_8_mult_FNI.jpg,128,FALSE,1680,1.586863893,0.917644718,0,640
neutral,1,1050,mult,1,1674,small,3_6_mult_FI.jpg,133,FALSE,1680,0.835626313,0.931204579,0,620
neutral,1,1050,mult,1,1674,large,8_4_mult_FNI.jpg,141,FALSE,1680,-0.484615447,-0.142623732,1,1000
negative,1,1050,mult,1,1675,small,2_7_mult_FNI.jpg,111,FALSE,1680,0.277048101,0.297836261,0,540
neutral,1,1050,add,2,1675,small,2_7_add_FI.jpg,130,FALSE,1680,1.566103311,1.101652104,0,300
neutral,1,1050,add,2,1675,large,8_4_add_true.jpg,135,TRUE,1680,-0.155150014,-0.124288691,0,80
negative,1,1050,mult,2,1676,large,8_4_mult_true.jpg,101,TRUE,1680,0.300329474,0.13230285,0,300
neutral,1,1050,mult,2,1676,large,4_9_mult_FNI.jpg,112,FALSE,1680,1.504049046,1.264904881,0,720
negative,1,1050,mult,1,1676,small,2_7_mult_FNI.jpg,117,FALSE,1680,1.541891952,1.836473819,0,600
neutral,1,1050,mult,2,1676,large,4_9_mult_true.jpg,125,TRUE,1680,0.996063174,-0.738704474,3,200
negative,1,1050,mult,1,1676,small,8_2_mult_FNI.jpg,133,FALSE,1680,0.357201036,0.340251581,0,300
neutral,1,1050,add,1,1676,small,3_6_add_FI.jpg,135,FALSE,1680,-0.473079788,-0.326410058,1,400
neutral,1,1050,mult,1,1676,small,3_6_mult_true.jpg,138,TRUE,1680,0.18527257,0.223357354,0,700
negative,1,1050,mult,2,1677,large,6_8_mult_true.jpg,105,TRUE,1680,1.044855928,0.704804584,2,380
negative,1,1050,add,2,1677,large,6_8_add_true.jpg,113,TRUE,1680,0.382743013,-0.035887313,7,520
neutral,1,1050,mult,1,1677,small,8_2_mult_true.jpg,120,TRUE,1680,1.578527038,1.544758261,1,660
neutral,1,1050,mult,1,1677,large,9_7_mult_FI.jpg,131,FALSE,1680,1.399371597,1.058639405,0,300
neutral,1,1050,add,1,1677,small,3_6_add_FNI.jpg,137,FALSE,1680,1.020022121,0.63797796,0,100
negative,1,1050,add,1,1677,small,5_3_add_FI.jpg,139,FALSE,1680,1.564471465,1.333773752,1,40
neutral,1,1050,mult,1,1677,small,8_2_mult_true.jpg,140,TRUE,1680,1.687695236,1.137264799,0,60
negative,1,1050,mult,2,1677,large,8_4_mult_true.jpg,141,TRUE,1680,1.389720179,1.842866821,2,820
negative,1,1050,add,2,1677,large,4_9_add_true.jpg,141,TRUE,1680,1.456216786,0.81490545,1,380
negative,1,1050,add,1,1677,large,8_4_add_FI.jpg,141,FALSE,1680,1.855233828,-0.392107319,2,80
negative,1,1050,mult,2,1677,small,5_3_mult_true.jpg,141,TRUE,1680,1.796201276,-0.596879324,2,360
neutral,1,1050,mult,2,1677,small,8_2_mult_FNI.jpg,144,FALSE,1680,-0.027108377,0.00206835,0,600
negative,1,1050,add,2,1678,large,8_4_add_FI.jpg,102,FALSE,1680,1.612494068,1.417851425,2,560
neutral,1,1050,mult,1,1678,large,4_9_mult_true.jpg,122,TRUE,1680,1.453869732,0.917149698,2,40
negative,1,1050,mult,2,1678,large,9_7_mult_FNI.jpg,122,FALSE,1680,1.593337953,0.151130643,1,460
neutral,1,1050,mult,2,1678,large,4_9_mult_FNI.jpg,124,FALSE,1680,1.312162933,-0.590484249,1,40
negative,1,1050,add,1,1678,small,8_2_add_FNI.jpg,137,FALSE,1680,0.51658115,0.337294466,1,500
negative,1,1050,add,2,1678,small,3_6_add_FNI.jpg,138,FALSE,1680,1.561655126,0.939433105,1,600
negative,1,1050,mult,1,1678,large,6_8_mult_true.jpg,140,TRUE,1680,1.928189327,1.688402434,0,380
neutral,1,1050,add,1,1678,small,5_3_add_true.jpg,142,TRUE,1680,1.25807297,0.250748812,2,60
negative,1,1050,mult,2,1679,large,8_4_mult_FI.jpg,106,FALSE,1680,-0.386372134,-0.129527602,0,300
negative,1,1050,add,2,1679,small,5_3_add_FI.jpg,106,FALSE,1680,-0.129784629,-0.133496059,0,900
negative,1,1050,mult,1,1679,small,8_2_mult_FNI.jpg,111,FALSE,1680,0.539245939,0.716619009,1,340
negative,1,1050,add,2,1679,large,4_9_add_FNI.jpg,112,FALSE,1680,1.434370412,1.316166527,0,400
neutral,1,1050,add,2,1679,large,9_7_add_true.jpg,115,TRUE,1680,1.657191584,0.698386165,1,160
neutral,1,1050,add,2,1679,small,8_2_add_true.jpg,117,TRUE,1680,1.750169544,-0.02183273,1,620
neutral,1,1050,mult,1,1679,large,8_4_mult_FNI.jpg,135,FALSE,1680,-0.320256059,0.003647118,0,700
negative,1,1050,add,1,1679,small,5_3_add_FNI.jpg,137,FALSE,1680,0.245467269,0.176415606,0,320
negative,1,1050,mult,2,1679,small,5_3_mult_FNI.jpg,144,FALSE,1680,-0.137065963,-0.119606207,0,500
neutral,1,1050,add,1,1679,large,9_7_add_FI.jpg,147,FALSE,1680,1.663810122,1.645423185,2,520
negative,1,1050,add,2,1680,large,9_7_add_true.jpg,111,TRUE,1680,1.68720143,1.22591687,1,400
neutral,1,1050,mult,2,1680,small,5_3_mult_true.jpg,121,TRUE,1680,1.452268272,1.281014002,0,520
negative,1,1050,mult,2,1680,large,8_4_mult_FNI.jpg,122,FALSE,1680,0.804309726,0.62260743,1,100
neutral,1,1050,add,1,1680,large,6_8_add_true.jpg,128,TRUE,1680,0.28382644,0.32653739,0,880
neutral,1,1050,add,2,1680,small,2_7_add_FNI.jpg,130,FALSE,1680,1.570943193,1.481652686,0,500
neutral,1,1050,mult,2,1680,large,4_9_mult_true.jpg,131,TRUE,1680,1.170066118,1.168883947,0,860
negative,1,1050,mult,2,1680,small,2_7_mult_true.jpg,133,TRUE,1680,0.278494909,0.339914818,0,280
negative,1,1050,mult,2,1680,large,8_4_mult_true.jpg,133,TRUE,1680,1.511116739,0.611285792,1,60
neutral,1,1050,add,1,1680,small,2_7_add_FNI.jpg,145,FALSE,1680,0.319601347,0.222898827,0,480
neutral,1,1050,add,1,1681,large,9_7_add_true.jpg,106,TRUE,1680,1.821714189,1.468410457,1,380
negative,1,1050,mult,1,1681,large,6_8_mult_FI.jpg,107,FALSE,1680,1.586087988,1.513092502,4,460
negative,1,1050,mult,1,1681,small,3_6_mult_FI.jpg,113,FALSE,1680,0.587027694,0.369263305,6,300
neutral,1,1050,add,2,1681,small,2_7_add_FI.jpg,114,FALSE,1680,1.503879679,0.868623081,1,560
negative,1,1050,mult,2,1681,large,8_4_mult_FNI.jpg,126,FALSE,1680,1.549603185,1.484996728,1,540
neutral,1,1050,mult,1,1681,small,5_3_mult_FNI.jpg,135,FALSE,1680,1.137737579,0.96962903,1,480
neutral,1,1050,mult,2,1681,small,8_2_mult_FNI.jpg,138,FALSE,1680,-0.071319973,-0.081196656,0,620
negative,1,1050,add,1,1681,small,5_3_add_true.jpg,144,TRUE,1680,0.306304373,0.179880321,0,560
negative,1,1050,add,1,1681,small,3_6_add_FNI.jpg,149,FALSE,1680,1.594830677,1.626764812,0,540
negative,1,1050,mult,2,1682,small,2_7_mult_FNI.jpg,152,FALSE,1680,1.436521669,0.943068938,0,780
neutral,1,1050,mult,2,1682,small,2_7_mult_FI.jpg,152,FALSE,1680,1.139188203,0.704475508,0,540
neutral,1,1050,mult,1,1682,large,6_8_mult_true.jpg,152,TRUE,1680,1.225614167,0.635439818,1,460
neutral,1,1050,add,2,1683,small,5_3_add_FI.jpg,108,FALSE,1680,0.850859031,0.522379601,1,140
negative,1,1050,add,2,1683,small,2_7_add_FNI.jpg,118,FALSE,1680,0.926487593,0.663787513,0,300
neutral,1,1050,add,2,1683,large,4_9_add_FI.jpg,124,FALSE,1680,-0.769131195,-0.860248313,2,240
negative,1,1050,add,1,1683,small,3_6_add_FI.jpg,127,FALSE,1680,1.801616577,2.357877628,2,540
negative,1,1050,add,2,1683,small,5_3_add_FNI.jpg,128,FALSE,1680,1.166773473,0.930411576,1,740
negative,1,1050,mult,1,1683,large,4_9_mult_FNI.jpg,137,FALSE,1680,0.594320765,0.404048282,0,420
neutral,1,1050,mult,2,1683,large,4_9_mult_true.jpg,137,TRUE,1680,0.454088738,0.359280202,1,300
neutral,1,1050,mult,1,1683,large,9_7_mult_true.jpg,148,TRUE,1680,1.598642061,1.129409878,0,100
neutral,1,1050,mult,2,1684,large,4_9_mult_FNI.jpg,110,FALSE,1680,0.156858892,0.200636362,1,520
negative,1,1050,add,1,1684,small,2_7_add_FNI.jpg,111,FALSE,1680,0.946851382,0.894369885,2,340
neutral,1,1050,add,2,1684,large,6_8_add_true.jpg,113,TRUE,1680,0.116240564,0.134244341,0,300
negative,1,1050,add,1,1684,small,3_6_add_FNI.jpg,123,FALSE,1680,1.077522443,1.261883153,3,260
negative,1,1050,mult,2,1684,small,3_6_mult_true.jpg,135,TRUE,1680,-0.109957225,-0.025782053,0,180
neutral,1,1050,mult,1,1684,large,9_7_mult_true.jpg,142,TRUE,1680,0.467485995,0.410170231,0,280
neutral,1,1050,add,2,1685,large,8_4_add_true.jpg,111,TRUE,1680,1.33473126,1.110854137,1,560
neutral,1,1050,add,2,1685,small,3_6_add_FNI.jpg,114,FALSE,1680,1.669028009,-0.116996883,1,340
neutral,1,1050,add,1,1685,large,6_8_add_true.jpg,118,TRUE,1680,0.504537983,0.34397727,2,600
neutral,1,1050,add,1,1685,small,2_7_add_true.jpg,118,TRUE,1680,0.600675766,0.526070678,2,480
neutral,1,1050,add,2,1685,small,2_7_add_FNI.jpg,126,FALSE,1680,1.722707627,2.289772028,0,660
negative,1,1050,add,1,1685,small,8_2_add_true.jpg,134,TRUE,1680,-0.522404316,-0.490012159,0,780
negative,1,1050,add,1,1685,small,3_6_add_true.jpg,144,TRUE,1680,1.112325617,0.946207232,0,260
neutral,1,1050,mult,2,1685,large,6_8_mult_FNI.jpg,150,FALSE,1680,1.798084238,-0.170457424,0,520
neutral,1,1050,add,1,1686,large,9_7_add_true.jpg,112,TRUE,1680,0.090728078,0.125127884,0,1020
negative,1,1050,add,1,1686,large,4_9_add_true.jpg,116,TRUE,1680,1.557327552,1.847141579,1,580
neutral,1,1050,add,1,1686,large,6_8_add_FI.jpg,123,FALSE,1680,0.191410024,0.157245629,0,1060
negative,1,1050,mult,1,1686,small,3_6_mult_FI.jpg,125,FALSE,1680,0.893298403,1.794773856,6,160
neutral,1,1050,add,2,1686,large,6_8_add_FI.jpg,130,FALSE,1680,0.347526426,0.138680724,1,680
negative,1,1050,add,2,1686,large,8_4_add_true.jpg,135,TRUE,1680,1.005271405,0.644429532,0,440
negative,1,1050,mult,2,1686,small,2_7_mult_FNI.jpg,138,FALSE,1680,0.206651937,0.121627597,2,500
neutral,1,1050,mult,1,1686,large,4_9_mult_FNI.jpg,139,FALSE,1680,0.456347529,0.449638312,1,520
neutral,1,1050,mult,2,1686,small,3_6_mult_true.jpg,141,TRUE,1680,0.679247371,-0.081725918,2,800
negative,1,1050,mult,1,1686,small,3_6_mult_true.jpg,144,TRUE,1680,0.394051434,0.42267847,0,700
negative,1,1050,add,2,1686,small,5_3_add_true.jpg,147,TRUE,1680,0.425782518,0.024678203,2,580
neutral,1,1050,mult,2,1686,large,4_9_mult_true.jpg,147,TRUE,1680,1.22464581,1.030228284,1,640
neutral,1,1050,add,1,1687,small,2_7_add_FI.jpg,101,FALSE,1680,1.486535874,1.555417911,1,360
negative,1,1050,mult,2,1687,small,2_7_mult_true.jpg,111,TRUE,1680,0.999566885,0.937014271,2,360
neutral,1,1050,mult,1,1687,small,5_3_mult_true.jpg,112,TRUE,1680,0.757667234,0.71195475,1,280
neutral,1,1050,mult,1,1687,large,8_4_mult_FNI.jpg,133,FALSE,1680,1.126218462,1.102710607,1,480
neutral,1,1050,add,2,1687,large,8_4_add_true.jpg,133,TRUE,1680,0.585411468,0.099872033,1,720
neutral,1,1050,add,1,1687,large,4_9_add_FNI.jpg,145,FALSE,1680,0.868385446,0.774871139,0,240
neutral,1,1050,mult,2,1688,large,8_4_mult_FI.jpg,110,FALSE,1680,1.355250708,0.971981184,0,360
negative,1,1050,mult,2,1688,large,8_4_mult_true.jpg,133,TRUE,1680,0.07549096,0.0627721,0,440
neutral,1,1050,mult,2,1688,large,9_7_mult_true.jpg,135,TRUE,1680,0.951806792,0.535500414,2,420
neutral,1,1050,mult,1,1688,small,2_7_mult_FI.jpg,141,FALSE,1680,-0.463943697,-0.554671865,1,1120
negative,1,1050,add,2,1688,small,5_3_add_true.jpg,141,TRUE,1680,-0.689280377,-0.101303086,3,800
neutral,1,1050,mult,1,1688,large,9_7_mult_true.jpg,150,TRUE,1680,1.52202507,1.409708915,1,400
negative,1,1050,add,1,1689,large,4_9_add_true.jpg,114,TRUE,1680,1.620076765,1.302953873,0,540
negative,1,1050,mult,2,1689,small,8_2_mult_true.jpg,117,TRUE,1680,1.112241855,0.403300122,3,700
negative,1,1050,add,1,1689,large,4_9_add_true.jpg,138,TRUE,1680,1.30684052,1.174234607,1,620
negative,1,1050,mult,1,1689,small,3_6_mult_FI.jpg,139,FALSE,1680,1.663893455,0.137414379,0,40
